run_timestamp,site_company,primary_server,primary_version,media_servers,media_server_count,total_server_count,current_version,target_version,feature_id,feature_title,category,impact,site_relevance,relevance_reason,description,doc_url,policy_types_on_site,has_msdp,has_worm,has_tape,has_k8s,has_slp,job_count
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,cohesity-terminology,Changes in Cohesity terminology,General,Medium,Medium,Applies to all NetBackup environments,"Veritas products now use Cohesity branding. UI labels, documentation, and command outputs reflect new names.",https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v149833249-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,restful-apis,RESTful APIs included in NetBackup 11.2,API / Automation,High,High,Applies to all NetBackup environments,"New and updated REST APIs for job management, policy configuration, and reporting.",https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172451280-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,stig-msdp,Support for STIG compliance for NetBackup MSDP,Security,High,High,Site uses MSDP disk pool storage; Site has WORM-capable storage,MSDP storage servers can now be configured in STIG-compliant mode for government/regulated environments.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172450943-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,archive-tier-verification,Support for verification of images stored in the archive tier,Storage,Medium,Medium,Site uses MSDP disk pool storage,NetBackup can now verify the integrity of backup images offloaded to the archive tier.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172630778-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,msdp-dedup-performance,Enhanced MSDP deduplication and performance,Storage,High,High,Site uses MSDP disk pool storage; Site has WORM-capable storage,Improved deduplication ratios and throughput for MSDP storage pools.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172630789-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,helios-integration,NetBackup integration with Helios,Management,High,High,Applies to all NetBackup environments,Primary servers can be registered with Cohesity Helios for centralised cloud-based management.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172477643-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,worm-local-cache,Local WORM cache support for MSDP cloud,Storage,High,High,Site uses MSDP disk pool storage; Site has WORM-capable storage,MSDP cloud storage can use a local WORM cache to improve restore performance for immutable backups.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172631120-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,accelerator-oci,Accelerator support for Oracle Cloud Infrastructure (OCI),Cloud,Medium,Not Applicable,No matching workloads or storage detected at this site,NetBackup Accelerator can now be used to back up data directly to OCI object storage.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172596506-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,dynamic-multistream,Dynamic multi-streaming for Standard and Catalog policies,Backup,High,High,Site has Standard policies (29 policies); Site has NBU-Catalog policy,Standard and NBU-Catalog policies can now automatically scale data streams for faster backups.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172596511-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
2026-08-10T18:01:20Z,CBC Companies,nbuapri01ulnp.cbc.local,10.5.0.1,med01mlnp.cbc.local; nbuamed01ulnp.cbc.local; nbuamed02ulnp.cbc.local,3,4,10.5.0.1,11.2,cloud-autoresume,Auto-resume for Cloud object store backups,Cloud,Medium,Not Applicable,No matching workloads or storage detected at this site,Cloud object store jobs can automatically resume after transient failures without restarting from scratch.,https://docs.cohesity.com/docs/netbackup/11.2/103228346-171368441-0/v172596516-171368441,Kubernetes:21; MS-Windows:3; NBU-Catalog:3; NDMP:19; Standard:29; Sybase:1; Universal-Share:4; VMware:1679,True,True,True,True,True,27714
